	0-RawData	1-FilterAndTrim	2-ErrorModel	3.1-Dereplication	3.2-Denoising	4-ESV	5-MultipleSequenceAlignment	6-ChimeraRemoval	7-PreClassification	8-ConsensusClassification	9-Clustering_97	10-TaxaFilter_97	11-MultipletonsFilter_97	12-Subsampling_97	13-Lulu_97	14-RareSeqsFilter_97
105519	42163	34503	34503	34503 (14316 uniques)	32388 (384 uniques)	30782 (294 uniques)	30776 (281 uniques)	30558 (272 uniques)	30558 (272 uniques)	30558 (272 uniques)	30558 (233 uniques)	29834 (205 uniques)	29834 (205 uniques)	3700 (145 uniques)	3700 (145 uniques)	3692 (138 uniques)
105520	13748	10432	10432	10432 (5940 uniques)	9750 (521 uniques)	7946 (389 uniques)	7926 (387 uniques)	7926 (387 uniques)	7926 (387 uniques)	7926 (387 uniques)	7926 (356 uniques)	7887 (353 uniques)	7887 (353 uniques)	3700 (350 uniques)	3700 (350 uniques)	3693 (345 uniques)
105521	64370	52910	52910	52910 (19951 uniques)	51604 (301 uniques)	50491 (302 uniques)	50491 (267 uniques)	50169 (249 uniques)	50169 (249 uniques)	50169 (249 uniques)	50169 (200 uniques)	47565 (182 uniques)	47565 (182 uniques)	3700 (152 uniques)	3700 (152 uniques)	3693 (145 uniques)
105522	87591	69778	69778	69778 (25901 uniques)	66499 (648 uniques)	63271 (497 uniques)	63267 (472 uniques)	62528 (448 uniques)	62528 (448 uniques)	62528 (448 uniques)	62528 (358 uniques)	62040 (333 uniques)	62040 (333 uniques)	3700 (188 uniques)	3700 (188 uniques)	3681 (171 uniques)
105523	64343	52254	52254	52254 (28780 uniques)	49161 (1200 uniques)	41084 (971 uniques)	41059 (913 uniques)	41018 (910 uniques)	41018 (910 uniques)	41018 (910 uniques)	41018 (699 uniques)	39332 (680 uniques)	39332 (680 uniques)	3700 (546 uniques)	3700 (546 uniques)	3669 (519 uniques)
105524	51950	41416	41416	41416 (22458 uniques)	39376 (760 uniques)	32971 (566 uniques)	32424 (540 uniques)	32424 (540 uniques)	32424 (540 uniques)	32424 (540 uniques)	32424 (403 uniques)	27434 (374 uniques)	27434 (374 uniques)	3700 (328 uniques)	3700 (328 uniques)	3674 (310 uniques)
105525	11642	8944	8944	8944 (5477 uniques)	8216 (458 uniques)	6231 (321 uniques)	6200 (318 uniques)	6200 (318 uniques)	6200 (318 uniques)	6200 (318 uniques)	6200 (307 uniques)	5540 (296 uniques)	5540 (296 uniques)	3700 (296 uniques)	3700 (296 uniques)	3693 (292 uniques)
105526	28237	22519	22519	22519 (4915 uniques)	22061 (45 uniques)	21908 (36 uniques)	21908 (34 uniques)	21867 (32 uniques)	21867 (32 uniques)	21867 (32 uniques)	21867 (23 uniques)	487 (17 uniques)	487 (17 uniques)	/	/	/
105527	29300	23460	23460	23460 (9148 uniques)	22553 (275 uniques)	21847 (230 uniques)	21460 (215 uniques)	21417 (213 uniques)	21417 (213 uniques)	21417 (213 uniques)	21417 (197 uniques)	14513 (166 uniques)	14513 (166 uniques)	3700 (147 uniques)	3700 (147 uniques)	3682 (136 uniques)
105528	9744	5944	5944	5944 (4056 uniques)	5799 (33 uniques)	5794 (38 uniques)	1284 (26 uniques)	1284 (26 uniques)	1284 (26 uniques)	1284 (26 uniques)	1284 (25 uniques)	691 (19 uniques)	691 (19 uniques)	/	/	/
105529	84064	52039	52039	52039 (11964 uniques)	50541 (474 uniques)	48612 (367 uniques)	48574 (357 uniques)	48517 (352 uniques)	48517 (352 uniques)	48517 (352 uniques)	48517 (318 uniques)	19753 (304 uniques)	19753 (304 uniques)	3700 (268 uniques)	3700 (268 uniques)	3687 (258 uniques)
105530	93565	77348	77348	77348 (16382 uniques)	75354 (484 uniques)	73093 (372 uniques)	73093 (368 uniques)	72026 (339 uniques)	72026 (339 uniques)	72026 (339 uniques)	72026 (301 uniques)	27673 (291 uniques)	27673 (291 uniques)	3700 (246 uniques)	3700 (246 uniques)	3688 (236 uniques)
105531	29512	25717	25717	25717 (14483 uniques)	23249 (821 uniques)	18825 (596 uniques)	18731 (581 uniques)	18717 (580 uniques)	18717 (580 uniques)	18717 (580 uniques)	18717 (497 uniques)	17393 (461 uniques)	17393 (461 uniques)	3700 (420 uniques)	3700 (420 uniques)	3662 (396 uniques)
105532	18034	14676	14676	14676 (7883 uniques)	13647 (369 uniques)	12509 (291 uniques)	12338 (276 uniques)	12338 (276 uniques)	12338 (276 uniques)	12338 (276 uniques)	12338 (254 uniques)	11065 (241 uniques)	11065 (241 uniques)	3700 (232 uniques)	3700 (232 uniques)	3684 (222 uniques)
105533	30943	24605	24605	24605 (11805 uniques)	23143 (463 uniques)	21411 (328 uniques)	21128 (323 uniques)	21113 (322 uniques)	21113 (322 uniques)	21113 (322 uniques)	21113 (305 uniques)	19190 (276 uniques)	19190 (276 uniques)	3700 (245 uniques)	3700 (245 uniques)	3683 (232 uniques)
105534	13860	8339	8339	8339 (5698 uniques)	8156 (48 uniques)	8119 (57 uniques)	1213 (31 uniques)	1213 (31 uniques)	1213 (31 uniques)	1213 (31 uniques)	1213 (30 uniques)	652 (27 uniques)	652 (27 uniques)	/	/	/
105535	21163	18191	18191	18191 (9194 uniques)	16772 (542 uniques)	14855 (396 uniques)	13949 (363 uniques)	13949 (363 uniques)	13949 (363 uniques)	13949 (363 uniques)	13949 (332 uniques)	10239 (310 uniques)	10239 (310 uniques)	3700 (297 uniques)	3700 (297 uniques)	3671 (276 uniques)
105536	10873	8515	8515	8515 (4577 uniques)	7875 (346 uniques)	6953 (271 uniques)	6435 (257 uniques)	6420 (256 uniques)	6420 (256 uniques)	6420 (256 uniques)	6420 (238 uniques)	4398 (221 uniques)	4398 (221 uniques)	3700 (221 uniques)	3700 (221 uniques)	3695 (218 uniques)
105537	26795	20700	20700	20700 (9736 uniques)	18977 (424 uniques)	16803 (322 uniques)	9279 (311 uniques)	9267 (310 uniques)	9267 (310 uniques)	9267 (310 uniques)	9267 (288 uniques)	8229 (267 uniques)	8229 (267 uniques)	3700 (262 uniques)	3700 (262 uniques)	3694 (258 uniques)
105538	29472	16625	16625	16625 (11191 uniques)	16401 (50 uniques)	16392 (121 uniques)	891 (25 uniques)	891 (25 uniques)	891 (25 uniques)	891 (25 uniques)	891 (24 uniques)	821 (20 uniques)	821 (20 uniques)	/	/	/
105539	37006	29715	29715	29715 (18696 uniques)	26563 (806 uniques)	20390 (573 uniques)	20263 (562 uniques)	20253 (561 uniques)	20253 (561 uniques)	20253 (561 uniques)	20253 (480 uniques)	17231 (459 uniques)	17231 (459 uniques)	3700 (432 uniques)	3700 (432 uniques)	3674 (411 uniques)
105540	31195	23151	23151	23151 (7828 uniques)	21949 (274 uniques)	20609 (194 uniques)	8275 (187 uniques)	8223 (184 uniques)	8223 (184 uniques)	8223 (184 uniques)	8223 (170 uniques)	7725 (157 uniques)	7725 (157 uniques)	3700 (154 uniques)	3700 (154 uniques)	3692 (149 uniques)
105541	30929	25633	25633	25633 (13428 uniques)	23969 (521 uniques)	21697 (405 uniques)	20995 (399 uniques)	20952 (398 uniques)	20952 (398 uniques)	20952 (398 uniques)	20952 (354 uniques)	19984 (326 uniques)	19984 (326 uniques)	3700 (295 uniques)	3700 (295 uniques)	3688 (286 uniques)
105542	36092	28875	28875	28875 (14930 uniques)	26901 (589 uniques)	24072 (466 uniques)	23925 (438 uniques)	23925 (438 uniques)	23925 (438 uniques)	23925 (438 uniques)	23925 (371 uniques)	18748 (351 uniques)	18748 (351 uniques)	3700 (315 uniques)	3700 (315 uniques)	3695 (311 uniques)
105543	37721	30350	30350	30350 (16189 uniques)	27700 (882 uniques)	23161 (652 uniques)	23096 (635 uniques)	23026 (632 uniques)	23026 (632 uniques)	23026 (632 uniques)	23026 (530 uniques)	21300 (502 uniques)	21300 (502 uniques)	3700 (438 uniques)	3700 (437 uniques)	3671 (413 uniques)
105544	9164	7107	7107	7107 (2501 uniques)	6924 (17 uniques)	6891 (15 uniques)	6891 (15 uniques)	6891 (15 uniques)	6891 (15 uniques)	6891 (15 uniques)	6891 (14 uniques)	6829 (12 uniques)	6829 (12 uniques)	3700 (12 uniques)	3700 (12 uniques)	3700 (12 uniques)
105545	46450	38496	38496	38496 (8935 uniques)	38010 (39 uniques)	37826 (35 uniques)	37826 (32 uniques)	37819 (31 uniques)	37819 (31 uniques)	37819 (31 uniques)	37819 (29 uniques)	37764 (26 uniques)	37764 (26 uniques)	3700 (18 uniques)	3700 (18 uniques)	3700 (18 uniques)
105546	5549	4466	4466	4466 (1690 uniques)	4279 (13 uniques)	3935 (11 uniques)	3935 (11 uniques)	3935 (11 uniques)	3935 (11 uniques)	3935 (11 uniques)	3935 (11 uniques)	3904 (9 uniques)	3904 (9 uniques)	3700 (9 uniques)	3700 (9 uniques)	3700 (9 uniques)
105547	45547	36203	36203	36203 (20372 uniques)	33840 (830 uniques)	29046 (609 uniques)	28952 (580 uniques)	28948 (579 uniques)	28948 (579 uniques)	28948 (579 uniques)	28948 (474 uniques)	28024 (453 uniques)	28024 (453 uniques)	3700 (394 uniques)	3700 (394 uniques)	3674 (375 uniques)
105548	22376	17309	17309	17309 (5250 uniques)	17072 (75 uniques)	17012 (76 uniques)	15483 (65 uniques)	15483 (65 uniques)	15483 (65 uniques)	15483 (65 uniques)	15483 (62 uniques)	15307 (56 uniques)	15307 (56 uniques)	3700 (52 uniques)	3700 (52 uniques)	3696 (49 uniques)
105549	43709	35337	35337	35337 (20160 uniques)	32643 (917 uniques)	27004 (656 uniques)	26896 (633 uniques)	26890 (632 uniques)	26890 (632 uniques)	26890 (632 uniques)	26890 (534 uniques)	26048 (511 uniques)	26048 (511 uniques)	3700 (431 uniques)	3700 (431 uniques)	3625 (378 uniques)
105550	81813	64525	64525	64525 (28309 uniques)	61564 (756 uniques)	57557 (608 uniques)	56809 (570 uniques)	56662 (561 uniques)	56662 (561 uniques)	56662 (561 uniques)	56662 (440 uniques)	38446 (399 uniques)	38446 (399 uniques)	3700 (321 uniques)	3700 (321 uniques)	3686 (309 uniques)
105551	342	161	161	161 (147 uniques)	31 (3 uniques)	22 (1 uniques)	22 (1 uniques)	22 (1 uniques)	22 (1 uniques)	22 (1 uniques)	22 (1 uniques)	0 (0 uniques)	0 (0 uniques)	/	/	/
105552	451	342	342	342 (192 uniques)	276 (13 uniques)	243 (8 uniques)	243 (8 uniques)	243 (8 uniques)	243 (8 uniques)	243 (8 uniques)	243 (8 uniques)	115 (6 uniques)	115 (6 uniques)	/	/	/
105553	12604	376	376	376 (344 uniques)	102 (10 uniques)	52 (4 uniques)	52 (4 uniques)	52 (4 uniques)	52 (4 uniques)	52 (4 uniques)	52 (4 uniques)	3 (1 uniques)	3 (1 uniques)	/	/	/
105554	36626	29429	29429	29429 (15873 uniques)	26979 (456 uniques)	22919 (333 uniques)	22726 (323 uniques)	22157 (302 uniques)	22157 (302 uniques)	22157 (302 uniques)	22157 (266 uniques)	15168 (244 uniques)	15168 (244 uniques)	3700 (233 uniques)	3700 (233 uniques)	3680 (218 uniques)
105555	36813	31069	31069	31069 (13958 uniques)	29871 (611 uniques)	28070 (481 uniques)	24929 (452 uniques)	24929 (452 uniques)	24929 (452 uniques)	24929 (452 uniques)	24929 (420 uniques)	21041 (404 uniques)	21041 (404 uniques)	3700 (344 uniques)	3700 (344 uniques)	3649 (304 uniques)
105556	2144	624	624	624 (246 uniques)	527 (11 uniques)	521 (10 uniques)	521 (10 uniques)	521 (10 uniques)	521 (10 uniques)	521 (10 uniques)	521 (10 uniques)	460 (7 uniques)	460 (7 uniques)	/	/	/
105557	28325	22134	22134	22134 (13435 uniques)	19983 (789 uniques)	15605 (573 uniques)	15544 (559 uniques)	15486 (557 uniques)	15486 (557 uniques)	15486 (557 uniques)	15486 (508 uniques)	14599 (480 uniques)	14599 (480 uniques)	3700 (435 uniques)	3700 (435 uniques)	3636 (388 uniques)
105558	45391	35291	35291	35291 (15210 uniques)	33830 (409 uniques)	31736 (300 uniques)	31723 (295 uniques)	31533 (289 uniques)	31533 (289 uniques)	31533 (289 uniques)	31533 (262 uniques)	31119 (243 uniques)	31119 (243 uniques)	3700 (201 uniques)	3700 (201 uniques)	3693 (195 uniques)
105559	16266	12885	12885	12885 (6816 uniques)	12148 (492 uniques)	9867 (330 uniques)	9751 (315 uniques)	9751 (315 uniques)	9751 (315 uniques)	9751 (315 uniques)	9751 (290 uniques)	9221 (263 uniques)	9221 (263 uniques)	3700 (261 uniques)	3700 (261 uniques)	3655 (231 uniques)
105560	19677	16537	16537	16537 (5509 uniques)	15622 (186 uniques)	14710 (128 uniques)	14710 (125 uniques)	14710 (125 uniques)	14710 (125 uniques)	14710 (125 uniques)	14710 (116 uniques)	2466 (101 uniques)	2466 (101 uniques)	/	/	/
105561	24199	19240	19240	19240 (6797 uniques)	18654 (274 uniques)	18107 (217 uniques)	14033 (182 uniques)	14033 (182 uniques)	14033 (182 uniques)	14033 (182 uniques)	14033 (171 uniques)	5374 (155 uniques)	5374 (155 uniques)	3700 (155 uniques)	3700 (155 uniques)	3683 (143 uniques)
105562	28489	23225	23225	23225 (13601 uniques)	20750 (639 uniques)	16112 (430 uniques)	16094 (419 uniques)	16033 (417 uniques)	16033 (417 uniques)	16033 (417 uniques)	16033 (368 uniques)	13915 (337 uniques)	13915 (337 uniques)	3700 (315 uniques)	3700 (315 uniques)	3672 (290 uniques)
105563	27945	22615	22615	22615 (8755 uniques)	21257 (295 uniques)	19701 (216 uniques)	19701 (207 uniques)	19701 (207 uniques)	19701 (207 uniques)	19701 (207 uniques)	19701 (189 uniques)	9856 (178 uniques)	9856 (178 uniques)	3700 (168 uniques)	3700 (168 uniques)	3692 (162 uniques)
105564	24987	20745	20745	20745 (8036 uniques)	19802 (183 uniques)	19195 (151 uniques)	19195 (143 uniques)	19136 (141 uniques)	19136 (141 uniques)	19136 (141 uniques)	19136 (133 uniques)	18875 (114 uniques)	18875 (114 uniques)	3700 (106 uniques)	3700 (106 uniques)	3683 (92 uniques)
105565	54755	44143	44143	44143 (23649 uniques)	41402 (865 uniques)	35805 (668 uniques)	34323 (607 uniques)	34239 (605 uniques)	34239 (605 uniques)	34239 (605 uniques)	34239 (514 uniques)	27895 (463 uniques)	27895 (463 uniques)	3700 (406 uniques)	3700 (406 uniques)	3669 (381 uniques)
105566	44500	27246	27246	27246 (15923 uniques)	27030 (134 uniques)	26955 (198 uniques)	6016 (101 uniques)	6016 (101 uniques)	6016 (101 uniques)	6016 (101 uniques)	6016 (93 uniques)	5907 (88 uniques)	5907 (88 uniques)	3700 (88 uniques)	3700 (88 uniques)	3700 (88 uniques)
105567	23435	18753	18753	18753 (11340 uniques)	16961 (501 uniques)	13986 (379 uniques)	13846 (372 uniques)	13819 (370 uniques)	13819 (370 uniques)	13819 (370 uniques)	13819 (320 uniques)	11392 (301 uniques)	11392 (301 uniques)	3700 (291 uniques)	3700 (291 uniques)	3687 (282 uniques)
105568	58329	41496	41496	41496 (16299 uniques)	40465 (694 uniques)	39017 (616 uniques)	38970 (607 uniques)	38929 (604 uniques)	38929 (604 uniques)	38929 (604 uniques)	38929 (531 uniques)	32164 (500 uniques)	32164 (500 uniques)	3700 (418 uniques)	3700 (418 uniques)	3637 (372 uniques)
105569	52553	42944	42944	42944 (17403 uniques)	41897 (183 uniques)	40953 (171 uniques)	40853 (167 uniques)	39964 (139 uniques)	39964 (139 uniques)	39964 (139 uniques)	39964 (118 uniques)	39819 (113 uniques)	39819 (113 uniques)	3700 (102 uniques)	3700 (102 uniques)	3696 (99 uniques)
105570	55716	43368	43368	43368 (20501 uniques)	40877 (879 uniques)	36430 (626 uniques)	31549 (579 uniques)	31549 (579 uniques)	31549 (579 uniques)	31549 (579 uniques)	31549 (522 uniques)	15530 (475 uniques)	15530 (475 uniques)	3700 (432 uniques)	3700 (432 uniques)	3655 (398 uniques)
105571	25440	19850	19850	19850 (9413 uniques)	18593 (360 uniques)	17328 (291 uniques)	17328 (288 uniques)	17328 (288 uniques)	17328 (288 uniques)	17328 (288 uniques)	17328 (255 uniques)	12628 (248 uniques)	12628 (248 uniques)	3700 (236 uniques)	3700 (236 uniques)	3685 (227 uniques)
105572	27371	23067	23067	23067 (11888 uniques)	21296 (546 uniques)	18863 (390 uniques)	18739 (381 uniques)	18739 (381 uniques)	18739 (381 uniques)	18739 (381 uniques)	18739 (330 uniques)	12266 (311 uniques)	12266 (311 uniques)	3700 (295 uniques)	3700 (295 uniques)	3685 (285 uniques)
105573	48048	37491	37491	37491 (16671 uniques)	36583 (728 uniques)	34535 (617 uniques)	33793 (598 uniques)	33793 (598 uniques)	33793 (598 uniques)	33793 (598 uniques)	33793 (497 uniques)	27751 (462 uniques)	27751 (462 uniques)	3700 (386 uniques)	3700 (386 uniques)	3676 (368 uniques)
105574	35108	28592	28592	28592 (15296 uniques)	26482 (651 uniques)	23062 (492 uniques)	23059 (488 uniques)	22950 (486 uniques)	22950 (486 uniques)	22950 (486 uniques)	22950 (418 uniques)	19763 (397 uniques)	19763 (397 uniques)	3700 (360 uniques)	3700 (359 uniques)	3682 (344 uniques)
105575	39842	31159	31159	31159 (14135 uniques)	30102 (764 uniques)	27769 (615 uniques)	27669 (602 uniques)	27669 (602 uniques)	27669 (602 uniques)	27669 (602 uniques)	27669 (525 uniques)	23007 (497 uniques)	23007 (497 uniques)	3700 (426 uniques)	3700 (426 uniques)	3645 (385 uniques)
105576	69005	56122	56122	56122 (27451 uniques)	53492 (1215 uniques)	47261 (918 uniques)	47118 (893 uniques)	47092 (892 uniques)	47092 (892 uniques)	47092 (892 uniques)	47092 (761 uniques)	36459 (727 uniques)	36459 (727 uniques)	3700 (559 uniques)	3700 (559 uniques)	3599 (486 uniques)
105577	12362	9694	9694	9694 (6371 uniques)	8457 (235 uniques)	6622 (183 uniques)	6590 (175 uniques)	6508 (172 uniques)	6508 (172 uniques)	6508 (172 uniques)	6508 (145 uniques)	6206 (138 uniques)	6206 (138 uniques)	3700 (136 uniques)	3700 (136 uniques)	3698 (134 uniques)
105578	41115	33446	33446	33446 (15057 uniques)	31330 (614 uniques)	28042 (423 uniques)	25749 (390 uniques)	25708 (387 uniques)	25708 (387 uniques)	25708 (387 uniques)	25708 (354 uniques)	11337 (319 uniques)	11337 (319 uniques)	3700 (300 uniques)	3700 (300 uniques)	3667 (277 uniques)
105579	48547	28565	28565	28565 (17807 uniques)	28403 (55 uniques)	28389 (124 uniques)	2006 (27 uniques)	2006 (27 uniques)	2006 (27 uniques)	2006 (27 uniques)	2006 (27 uniques)	953 (22 uniques)	953 (22 uniques)	/	/	/
105580	40369	33495	33495	33495 (12272 uniques)	32324 (413 uniques)	31042 (333 uniques)	30951 (324 uniques)	30851 (318 uniques)	30851 (318 uniques)	30851 (318 uniques)	30851 (291 uniques)	11950 (267 uniques)	11950 (267 uniques)	3700 (254 uniques)	3700 (254 uniques)	3690 (247 uniques)
105581	82054	65617	65617	65617 (34399 uniques)	62031 (1172 uniques)	54454 (907 uniques)	54403 (872 uniques)	54365 (871 uniques)	54365 (871 uniques)	54365 (871 uniques)	54365 (693 uniques)	49997 (660 uniques)	49997 (660 uniques)	3700 (497 uniques)	3700 (497 uniques)	3652 (457 uniques)
105582	43371	36337	36337	36337 (6994 uniques)	35562 (160 uniques)	35096 (122 uniques)	35091 (118 uniques)	35049 (112 uniques)	35049 (112 uniques)	35049 (112 uniques)	35049 (105 uniques)	10525 (88 uniques)	10525 (88 uniques)	3700 (80 uniques)	3700 (80 uniques)	3692 (75 uniques)
105583	45901	37694	37694	37694 (13722 uniques)	36664 (429 uniques)	35166 (335 uniques)	35150 (322 uniques)	35150 (322 uniques)	35150 (322 uniques)	35150 (322 uniques)	35150 (272 uniques)	22893 (258 uniques)	22893 (258 uniques)	3700 (211 uniques)	3700 (211 uniques)	3688 (201 uniques)
105584	26792	21615	21615	21615 (12948 uniques)	19573 (605 uniques)	16230 (445 uniques)	16167 (435 uniques)	16167 (435 uniques)	16167 (435 uniques)	16167 (435 uniques)	16167 (378 uniques)	15295 (361 uniques)	15295 (361 uniques)	3700 (335 uniques)	3700 (335 uniques)	3678 (321 uniques)
105585	21462	10878	10878	10878 (2383 uniques)	10459 (64 uniques)	10206 (49 uniques)	10206 (45 uniques)	10206 (45 uniques)	10206 (45 uniques)	10206 (45 uniques)	10206 (41 uniques)	447 (36 uniques)	447 (36 uniques)	/	/	/
105586	10673	6172	6172	6172 (4580 uniques)	5960 (27 uniques)	5950 (36 uniques)	228 (12 uniques)	228 (12 uniques)	228 (12 uniques)	228 (12 uniques)	228 (12 uniques)	200 (10 uniques)	200 (10 uniques)	/	/	/
105587	32492	26278	26278	26278 (9827 uniques)	25393 (413 uniques)	23939 (312 uniques)	23855 (308 uniques)	23855 (308 uniques)	23855 (308 uniques)	23855 (308 uniques)	23855 (281 uniques)	8400 (265 uniques)	8400 (265 uniques)	3700 (262 uniques)	3700 (262 uniques)	3680 (250 uniques)
105588	33536	26466	26466	26466 (15107 uniques)	24846 (608 uniques)	22007 (464 uniques)	21995 (450 uniques)	21985 (449 uniques)	21985 (449 uniques)	21985 (449 uniques)	21985 (406 uniques)	18996 (382 uniques)	18996 (382 uniques)	3700 (354 uniques)	3700 (354 uniques)	3681 (341 uniques)
105589	28989	23196	23196	23196 (15398 uniques)	20464 (707 uniques)	15424 (520 uniques)	15354 (500 uniques)	15300 (496 uniques)	15300 (496 uniques)	15300 (496 uniques)	15300 (427 uniques)	14699 (403 uniques)	14699 (403 uniques)	3700 (379 uniques)	3700 (379 uniques)	3659 (354 uniques)
105590	26623	21083	21083	21083 (10422 uniques)	19715 (254 uniques)	18678 (194 uniques)	18353 (185 uniques)	18353 (185 uniques)	18353 (185 uniques)	18353 (185 uniques)	18353 (172 uniques)	15469 (154 uniques)	15469 (154 uniques)	3700 (149 uniques)	3700 (149 uniques)	3695 (145 uniques)
105591	20211	16021	16021	16021 (8816 uniques)	14964 (377 uniques)	13611 (328 uniques)	12260 (276 uniques)	12241 (275 uniques)	12241 (275 uniques)	12241 (275 uniques)	12241 (243 uniques)	11550 (228 uniques)	11550 (228 uniques)	3700 (219 uniques)	3700 (219 uniques)	3686 (209 uniques)
105592	35039	27797	27797	27797 (12041 uniques)	26419 (293 uniques)	24820 (228 uniques)	24530 (221 uniques)	23812 (197 uniques)	23812 (197 uniques)	23812 (197 uniques)	23812 (176 uniques)	23236 (164 uniques)	23236 (164 uniques)	3700 (145 uniques)	3700 (145 uniques)	3693 (140 uniques)
105593	19311	11218	11218	11218 (7654 uniques)	11075 (62 uniques)	11009 (119 uniques)	385 (23 uniques)	385 (23 uniques)	385 (23 uniques)	385 (23 uniques)	385 (23 uniques)	225 (17 uniques)	225 (17 uniques)	/	/	/
105594	23487	18835	18835	18835 (3655 uniques)	18325 (74 uniques)	18075 (52 uniques)	18075 (49 uniques)	18074 (48 uniques)	18074 (48 uniques)	18074 (48 uniques)	18074 (44 uniques)	12402 (40 uniques)	12402 (40 uniques)	3700 (35 uniques)	3700 (35 uniques)	3693 (30 uniques)
105595	36992	29645	29645	29645 (17823 uniques)	27044 (724 uniques)	22791 (591 uniques)	22641 (566 uniques)	22631 (565 uniques)	22631 (565 uniques)	22631 (565 uniques)	22631 (464 uniques)	21686 (446 uniques)	21686 (446 uniques)	3700 (408 uniques)	3700 (408 uniques)	3669 (385 uniques)
105596	11525	9118	9118	9118 (5383 uniques)	8117 (243 uniques)	6920 (193 uniques)	6829 (182 uniques)	6818 (181 uniques)	6818 (181 uniques)	6818 (181 uniques)	6818 (157 uniques)	5990 (142 uniques)	5990 (142 uniques)	3700 (139 uniques)	3700 (139 uniques)	3694 (136 uniques)
105597	50853	30718	30718	30718 (17948 uniques)	30343 (70 uniques)	30208 (136 uniques)	7779 (34 uniques)	7779 (34 uniques)	7779 (34 uniques)	7779 (34 uniques)	7779 (30 uniques)	7582 (25 uniques)	7582 (25 uniques)	3700 (25 uniques)	3700 (25 uniques)	3700 (25 uniques)
105598	53532	42629	42629	42629 (20061 uniques)	40446 (682 uniques)	37415 (514 uniques)	36766 (487 uniques)	36766 (487 uniques)	36766 (487 uniques)	36766 (487 uniques)	36766 (417 uniques)	33119 (394 uniques)	33119 (394 uniques)	3700 (309 uniques)	3700 (309 uniques)	3691 (301 uniques)
105599	27868	19659	19659	19659 (10575 uniques)	18246 (529 uniques)	15393 (368 uniques)	15269 (355 uniques)	15236 (352 uniques)	15236 (352 uniques)	15236 (352 uniques)	15236 (316 uniques)	9175 (295 uniques)	9175 (295 uniques)	3700 (292 uniques)	3700 (292 uniques)	3675 (274 uniques)
105600	69993	56326	56326	56326 (34199 uniques)	51864 (1105 uniques)	43001 (888 uniques)	42879 (869 uniques)	42622 (860 uniques)	42622 (860 uniques)	42622 (860 uniques)	42622 (716 uniques)	41887 (682 uniques)	41887 (682 uniques)	3700 (536 uniques)	3700 (536 uniques)	3618 (471 uniques)
105601	29345	23482	23482	23482 (12859 uniques)	21678 (542 uniques)	19401 (414 uniques)	17510 (383 uniques)	17510 (383 uniques)	17510 (383 uniques)	17510 (383 uniques)	17510 (344 uniques)	17440 (340 uniques)	17440 (340 uniques)	3700 (305 uniques)	3700 (305 uniques)	3650 (272 uniques)
105602	32824	26978	26978	26978 (14322 uniques)	24783 (771 uniques)	21033 (570 uniques)	20312 (555 uniques)	20312 (555 uniques)	20312 (555 uniques)	20312 (555 uniques)	20312 (493 uniques)	17514 (463 uniques)	17514 (463 uniques)	3700 (426 uniques)	3700 (426 uniques)	3648 (391 uniques)
105603	44081	33485	33485	33485 (11300 uniques)	32347 (368 uniques)	30982 (297 uniques)	30914 (288 uniques)	30910 (287 uniques)	30910 (287 uniques)	30910 (287 uniques)	30910 (262 uniques)	9752 (243 uniques)	9752 (243 uniques)	3700 (239 uniques)	3700 (239 uniques)	3685 (229 uniques)
105604	37623	30196	30196	30196 (15304 uniques)	27949 (668 uniques)	24157 (494 uniques)	24087 (479 uniques)	24062 (477 uniques)	24062 (477 uniques)	24062 (477 uniques)	24062 (412 uniques)	15385 (382 uniques)	15385 (382 uniques)	3700 (349 uniques)	3700 (349 uniques)	3670 (326 uniques)
105605	69529	56060	56060	56060 (31367 uniques)	52334 (1006 uniques)	45725 (767 uniques)	45589 (732 uniques)	45568 (730 uniques)	45568 (730 uniques)	45568 (730 uniques)	45568 (585 uniques)	42254 (546 uniques)	42254 (546 uniques)	3700 (428 uniques)	3700 (428 uniques)	3654 (394 uniques)
105606	53078	43123	43123	43123 (24650 uniques)	39770 (977 uniques)	34443 (754 uniques)	34329 (721 uniques)	34286 (719 uniques)	34286 (719 uniques)	34286 (719 uniques)	34286 (589 uniques)	31830 (542 uniques)	31830 (542 uniques)	3700 (455 uniques)	3700 (455 uniques)	3659 (422 uniques)
105607	46918	37883	37883	37883 (18357 uniques)	35550 (617 uniques)	32296 (487 uniques)	32200 (466 uniques)	32169 (463 uniques)	32169 (463 uniques)	32169 (463 uniques)	32169 (396 uniques)	22187 (360 uniques)	22187 (360 uniques)	3700 (333 uniques)	3700 (333 uniques)	3685 (320 uniques)
105608	34533	22064	22064	22064 (13006 uniques)	21658 (339 uniques)	21162 (415 uniques)	7799 (270 uniques)	7799 (270 uniques)	7799 (270 uniques)	7799 (270 uniques)	7799 (255 uniques)	4848 (226 uniques)	4848 (226 uniques)	3700 (225 uniques)	3700 (225 uniques)	3696 (222 uniques)
105609	28804	17274	17274	17274 (11171 uniques)	16876 (75 uniques)	16818 (106 uniques)	3207 (50 uniques)	3207 (50 uniques)	3207 (50 uniques)	3207 (50 uniques)	3207 (46 uniques)	3037 (41 uniques)	3037 (41 uniques)	/	/	/
