"","Size","kingdom","phylum","class","order","family","genus"
"Otu14358","   23","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu14359","   10","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu14360","    9","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu14361","   20","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu14362","   15","Bacteria","Chloroflexi","Anaerolineae","Caldilineales","Caldilineaceae","Caldilineaceae_unclassified"
"Otu14363","   12","Bacteria","Acidobacteria","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu14364","   14","Bacteria","Elusimicrobia","Lineage_IIb","Lineage_IIb_or","Lineage_IIb_fa","Lineage_IIb_ge"
"Otu14365","   10","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu14367","    9","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14369","    7","Bacteria","Proteobacteria","Deltaproteobacteria","SAR324_clade(Marine_group_B)","SAR324_clade(Marine_group_B)_fa","SAR324_clade(Marine_group_B)_ge"
"Otu14370","   20","Bacteria","Chloroflexi","Chloroflexia","Thermomicrobiales","JG30-KF-CM45","JG30-KF-CM45_ge"
"Otu14372","    9","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu14373","    9","Bacteria","Firmicutes","Bacilli","Bacillales","Paenibacillaceae","Paenibacillus"
"Otu14374","    8","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu14375","   11","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellula"
"Otu14376","    7","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae_ge"
"Otu14377","   11","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobulbaceae","uncultured"
"Otu14378","   11","Bacteria","Firmicutes","Clostridia","Clostridiales","Heliobacteriaceae","Hydrogenispora"
"Otu14379","   10","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidia_unclassified","Bacteroidia_unclassified","Bacteroidia_unclassified"
"Otu14380","   14","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","Obscuribacterales_fa","Obscuribacterales_ge"
"Otu14381","    9","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu14382","   16","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Bacteroidetes_vadinHA17","Bacteroidetes_vadinHA17_ge"
"Otu14383","   13","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Vulgatibacteraceae","Vulgatibacter"
"Otu14384","   12","Bacteria","Acidobacteria","Subgroup_22","Subgroup_22_or","Subgroup_22_fa","Subgroup_22_ge"
"Otu14385","   15","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu14386","    5","Bacteria","Actinobacteria","Acidimicrobiia","Actinomarinales","uncultured","uncultured_ge"
"Otu14387","   11","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu14388","   11","Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Caulobacteraceae","Phenylobacterium"
"Otu14389","    5","Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae_unclassified"
"Otu14391","    5","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriales_unclassified","Acidobacteriales_unclassified"
"Otu14392","   15","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu14393","   17","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Blastocatellales","Blastocatellaceae","uncultured"
"Otu14394","    6","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14395","    6","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu14396","    8","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfarculales","Desulfarculaceae","uncultured"
"Otu14397","   12","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu14398","   18","Bacteria","Acidobacteria","Subgroup_5","Subgroup_5_or","Subgroup_5_fa","Subgroup_5_ge"
"Otu14399","    6","Bacteria","Acidobacteria","Subgroup_17","Subgroup_17_or","Subgroup_17_fa","Subgroup_17_ge"
"Otu14400","    8","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Singulisphaera"
"Otu14401","   17","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_Incertae_Sedis","Unknown_Family","uncultured"
"Otu14402","   26","Bacteria","Rokubacteria","NC10","Rokubacteriales","Rokubacteriales_fa","Rokubacteriales_ge"
"Otu14403","   34","Bacteria","Acidobacteria","Subgroup_6","Unknown_Order","Unknown_Family","Vicinamibacter"
"Otu14404","    7","Bacteria","Omnitrophicaeota","Omnitrophia","Omnitrophales","Omnitrophaceae","Candidatus_Omnitrophus"
"Otu14405","    8","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14406","   23","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilaceae_unclassified"
"Otu14407","   22","Bacteria","Elusimicrobia","Lineage_IIa","Lineage_IIa_or","Lineage_IIa_fa","Lineage_IIa_ge"
"Otu14408","    7","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Weeksellaceae","Weeksellaceae_unclassified"
"Otu14409","   10","Archaea","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified","Archaea_unclassified"
"Otu14410","    9","Bacteria","Verrucomicrobia","Verrucomicrobiae","Opitutales","Opitutaceae","Opitutaceae_unclassified"
"Otu14413","    6","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14414","   10","Bacteria","Acidobacteria","Holophagae","Subgroup_7","Subgroup_7_fa","Subgroup_7_ge"
"Otu14419","   25","Bacteria","Acidobacteria","Subgroup_25","Subgroup_25_or","Subgroup_25_fa","Subgroup_25_ge"
"Otu14420","   12","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12_ge"
"Otu14422","   12","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu14423","   11","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14424","    9","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu14426","   16","Bacteria","Armatimonadetes","Chthonomonadetes","Chthonomonadales","Chthonomonadales_fa","Chthonomonadales_ge"
"Otu14427","   15","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14428","   13","Bacteria","Omnitrophicaeota","Omnitrophicaeota_cl","Omnitrophicaeota_or","Omnitrophicaeota_fa","Omnitrophicaeota_ge"
"Otu14449","   10","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu14451","   39","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14453","   10","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Acidobacteriaceae_(Subgroup_1)_unclassified"
"Otu14457","    6","Bacteria","Proteobacteria","Alphaproteobacteria","Azospirillales","uncultured","uncultured_ge"
"Otu14458","    7","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu14459","   10","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu14460","   14","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiales_Incertae_Sedis","Bauldia"
"Otu14468","   13","Bacteria","Gemmatimonadetes","S0134_terrestrial_group","S0134_terrestrial_group_or","S0134_terrestrial_group_fa","S0134_terrestrial_group_ge"
"Otu14469","    9","Bacteria","Chloroflexi","KD4-96","KD4-96_or","KD4-96_fa","KD4-96_ge"
"Otu14470","    7","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu14471","   10","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu14472","    7","Bacteria","Planctomycetes","Pla4_lineage","Pla4_lineage_or","Pla4_lineage_fa","Pla4_lineage_ge"
"Otu14475","    8","Bacteria","Actinobacteria","Acidimicrobiia","uncultured","uncultured_fa","uncultured_ge"
"Otu14476","    4","Bacteria","Proteobacteria","Deltaproteobacteria","MBNT15","MBNT15_fa","MBNT15_ge"
"Otu14477","   13","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu14478","   14","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14480","    8","Bacteria","Verrucomicrobia","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Luteolibacter"
"Otu14482","   14","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","P3OB-42","P3OB-42_ge"
"Otu14483","   18","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Nocardioides"
"Otu14484","   17","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu14485","   14","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14486","   13","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14487","   22","Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Solimonadaceae","Polycyclovorans"
"Otu14488","   17","Bacteria","Armatimonadetes","Armatimonadia","Armatimonadales","Armatimonadales_fa","Armatimonadales_ge"
"Otu14489","   10","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Candidatus_Udaeobacter"
"Otu14490","    9","Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Thermomonas"
"Otu14492","   15","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae_ge"
"Otu14494","    6","Bacteria","Proteobacteria","Gammaproteobacteria","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified","Gammaproteobacteria_unclassified"
"Otu14496","    8","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu14497","   12","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12_ge"
"Otu14498","   20","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14499","    9","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Fimbriiglobus"
"Otu14500","   17","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfuromonadales","Geobacteraceae","Geobacter"
"Otu14501","   12","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu14502","   13","Bacteria","Fibrobacteres","Fibrobacteria","Fibrobacterales","Fibrobacteraceae","possible_genus_04"
"Otu14503","   10","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14504","    6","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosotaleales","Nitrosotaleaceae","Candidatus_Nitrosotalea"
"Otu14505","   19","Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonadaceae_unclassified"
"Otu14506","   17","Bacteria","Deinococcus-Thermus","Deinococci","Thermales","Thermaceae","Meiothermus"
"Otu14509","    7","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Candidatus_Solibacter"
"Otu14510","   39","Bacteria","Actinobacteria","Thermoleophilia","Gaiellales","uncultured","uncultured_ge"
"Otu14511","    9","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu14512","   12","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14513","   14","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","11-24","11-24_fa","11-24_ge"
"Otu14514","    6","Bacteria","Patescibacteria","Parcubacteria","Parcubacteria_or","Parcubacteria_fa","Parcubacteria_ge"
"Otu14515","    9","Bacteria","Acidobacteria","Subgroup_17","Subgroup_17_or","Subgroup_17_fa","Subgroup_17_ge"
"Otu14516","   14","Bacteria","Planctomycetes","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified","Planctomycetes_unclassified"
"Otu14517","   11","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Thiovulaceae","Sulfuricurvum"
"Otu14518","   20","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14519","    9","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured_ge"
"Otu14520","   15","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14521","    9","Bacteria","Actinobacteria","Actinobacteria","Frankiales","Geodermatophilaceae","Geodermatophilaceae_unclassified"
"Otu14522","    7","Bacteria","Armatimonadetes","Fimbriimonadia","Fimbriimonadales","Fimbriimonadaceae","Fimbriimonadaceae_ge"
"Otu14523","   12","Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu14524","    4","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu14525","   12","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"Otu14526","   17","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu14527","   15","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"Otu14528","   10","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","Gemmataceae_unclassified"
"Otu14529","   16","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae_unclassified"
"Otu14530","    6","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu14531","    6","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu14532","    6","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_Incertae_Sedis","Unknown_Family","Deferrisoma"
"Otu14533","    8","Bacteria","Cyanobacteria","Melainabacteria","Obscuribacterales","Obscuribacterales_fa","Obscuribacterales_ge"
"Otu14534","    7","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","uncultured"
"Otu14535","    6","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Pseudorhodoferax"
"Otu14536","    6","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","ADurb.Bin063-1"
"Otu14537","   13","Archaea","Thaumarchaeota","Nitrososphaeria","Nitrosopumilales","Nitrosopumilaceae","Nitrosopumilaceae_unclassified"
"Otu14538","   19","Bacteria","Proteobacteria","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified","Proteobacteria_unclassified"
"Otu14539","   16","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14540","   12","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured"
"Otu14541","    7","Bacteria","Planctomycetes","OM190","OM190_or","OM190_fa","OM190_ge"
"Otu14542","   10","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14543","   11","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","uncultured"
"Otu14544","    6","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu14545","   20","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu14546","   18","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Ferruginibacter"
"Otu14547","   15","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified"
"Otu14550","    8","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14552","   19","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14553","    8","Bacteria","Acidobacteria","Holophagae","Subgroup_7","Subgroup_7_fa","Subgroup_7_ge"
"Otu14554","    8","Bacteria","Bacteroidetes","Bacteroidia","Chitinophagales","Chitinophagaceae","Chitinophagaceae_unclassified"
"Otu14555","    7","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu14556","    5","Bacteria","Nitrospirae","Thermodesulfovibrionia","uncultured","uncultured_fa","uncultured_ge"
"Otu14557","   22","Bacteria","Acidobacteria","Blastocatellia_(Subgroup_4)","Pyrinomonadales","Pyrinomonadaceae","RB41"
"Otu14558","   21","Bacteria","Entotheonellaeota","Entotheonellia","Entotheonellales","Entotheonellaceae","Entotheonellaceae_ge"
"Otu14559","    7","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Haliangiaceae","Haliangium"
"Otu14560","   20","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriales_unclassified","Acidobacteriales_unclassified"
"Otu14561","    7","Bacteria","Acidobacteria","Subgroup_6","Subgroup_6_or","Subgroup_6_fa","Subgroup_6_ge"
"Otu14562","   12","Bacteria","Chloroflexi","Ktedonobacteria","Ktedonobacterales","Ktedonobacteraceae","Ktedonobacteraceae_unclassified"
"Otu14563","   14","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","0319-6G20_ge"
"Otu14564","   15","Bacteria","Chloroflexi","Anaerolineae","uncultured","uncultured_fa","uncultured_ge"
"Otu14565","   15","Bacteria","Chloroflexi","JG30-KF-CM66","JG30-KF-CM66_or","JG30-KF-CM66_fa","JG30-KF-CM66_ge"
"Otu14566","   20","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Nitrosomonadaceae","Ellin6067"
"Otu14567","   11","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_ge"
"Otu14568","   15","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas"
"Otu14569","    7","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Rhodocyclaceae_unclassified"
"Otu14570","   13","Bacteria","Chloroflexi","Anaerolineae","Anaerolineales","Anaerolineaceae","uncultured"
"Otu14571","   19","Bacteria","Verrucomicrobia","Verrucomicrobiae","Chthoniobacterales","Chthoniobacteraceae","Chthoniobacter"
"Otu14572","    9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Burkholderiaceae","Burkholderiaceae_unclassified"
"Otu14573","   12","Bacteria","Proteobacteria","Deltaproteobacteria","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Otu14574","   18","Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","SM2D12","SM2D12_ge"
"Otu14575","   10","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14576","   16","Bacteria","Actinobacteria","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"Otu14578","   14","Bacteria","Proteobacteria","Deltaproteobacteria","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified","Deltaproteobacteria_unclassified"
"Otu14579","   13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Rhizobiaceae","Rhizobiaceae_unclassified"
"Otu14580","   25","Bacteria","Chloroflexi","Anaerolineae","SBR1031","SBR1031_fa","SBR1031_ge"
"Otu14581","   15","Bacteria","Gemmatimonadetes","BD2-11_terrestrial_group","BD2-11_terrestrial_group_or","BD2-11_terrestrial_group_fa","BD2-11_terrestrial_group_ge"
"Otu14582","   10","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodovibrionales","Kiloniellaceae","Tagaea"
"Otu14583","   10","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae_unclassified"
"Otu14584","   15","Bacteria","Planctomycetes","Planctomycetacia","Planctomycetales","uncultured","uncultured_ge"
"Otu14585","   13","Bacteria","Spirochaetes","Spirochaetia","Spirochaetales","Spirochaetaceae","Spirochaeta_2"
"Otu14586","   13","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Pajaroellobacter"
"Otu14608","   12","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Solibacteraceae_(Subgroup_3)_unclassified"
"Otu14615","    6","Bacteria","Acidobacteria","Acidobacteriia","Solibacterales","Solibacteraceae_(Subgroup_3)","Bryobacter"
"Otu14617","   10","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu14618","    6","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","uncultured","uncultured_ge"
"Otu14620","   14","Bacteria","Cyanobacteria","Sericytochromatia","Sericytochromatia_or","Sericytochromatia_fa","Sericytochromatia_ge"
"Otu14630","   10","Bacteria","Acidobacteria","Subgroup_17","Subgroup_17_or","Subgroup_17_fa","Subgroup_17_ge"
"Otu14631","   17","Bacteria","Actinobacteria","Thermoleophilia","Solirubrobacterales","67-14","67-14_ge"
"Otu14632","   13","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu14633","   10","Bacteria","Acidobacteria","Acidobacteriia","Subgroup_13","Subgroup_13_fa","Subgroup_13_ge"
"Otu14634","   12","Bacteria","Actinobacteria","Acidimicrobiia","IMCC26256","IMCC26256_fa","IMCC26256_ge"
"Otu14635","   16","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14636","   13","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","uncultured"
"Otu14637","   12","Bacteria","Verrucomicrobia","Verrucomicrobiae","Pedosphaerales","Pedosphaeraceae","Pedosphaeraceae_unclassified"
"Otu14640","   14","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified"
"Otu14641","   14","Bacteria","Proteobacteria","Alphaproteobacteria","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified","Alphaproteobacteria_unclassified"
"Otu14642","    8","Bacteria","Bacteroidetes","Ignavibacteria","Kryptoniales","BSV26","BSV26_ge"
"Otu14643","   13","Bacteria","Planctomycetes","Planctomycetacia","Pirellulales","Pirellulaceae","Pirellulaceae_unclassified"
"Otu14644","   15","Bacteria","Proteobacteria","Deltaproteobacteria","Desulfobacterales","Desulfobacteraceae","Desulfobacteraceae_unclassified"
"Otu14645","    4","Bacteria","Bacteroidetes","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacteriaceae_unclassified"
"Otu14646","    6","Bacteria","Epsilonbacteraeota","Campylobacteria","Campylobacterales","Sulfurovaceae","Sulfurovum"
"Otu14648","   12","Bacteria","Planctomycetes","Planctomycetacia","Isosphaerales","Isosphaeraceae","Aquisphaera"
"Otu14650","   13","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14652","   11","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Polyangiaceae","Polyangiaceae_unclassified"
"Otu14654","   40","Bacteria","Chloroflexi","Anaerolineae","SBR1031","A4b","A4b_ge"
"Otu14655","   19","Bacteria","Bacteroidetes","Bacteroidia","Cytophagales","Microscillaceae","uncultured"
"Otu14656","    7","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Sandaracinaceae","uncultured"
"Otu14657","   10","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","Oligoflexaceae","uncultured"
"Otu14658","    4","Bacteria","Proteobacteria","Deltaproteobacteria","Oligoflexales","0319-6G20","0319-6G20_ge"
"Otu14659","   11","Bacteria","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified","Bacteria_unclassified"
"Otu14660","    3","Bacteria","Gemmatimonadetes","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonadaceae_unclassified"
"Otu14661","    9","Bacteria","Proteobacteria","Deltaproteobacteria","Myxococcales","Archangiaceae","Anaeromyxobacter"
"Otu14662","    6","Bacteria","Actinobacteria","Actinobacteria","Micromonosporales","Micromonosporaceae","Micromonosporaceae_unclassified"
"Otu14663","   17","Bacteria","Nitrospirae","Nitrospira","Nitrospirales","Nitrospiraceae","Nitrospira"
"Otu14664","    7","Bacteria","Acidobacteria","Acidobacteriia","Acidobacteriales","Acidobacteriaceae_(Subgroup_1)","Acidipila"
"Otu14665","    9","Bacteria","Proteobacteria","Gammaproteobacteria","Betaproteobacteriales","Rhodocyclaceae","Uliginosibacterium"
"Otu14666","   11","Bacteria","Proteobacteria","Alphaproteobacteria","Elsterales","uncultured","uncultured_ge"
"Otu14667","   14","Bacteria","Dependentiae","Babeliae","Babeliales","Vermiphilaceae","Vermiphilaceae_ge"
"Otu14668","   13","Bacteria","Patescibacteria","Parcubacteria","Parcubacteria_or","Parcubacteria_fa","Parcubacteria_ge"
"Otu14669","   14","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
"Otu14670","    5","Bacteria","Latescibacteria","Latescibacteria_cl","Latescibacteria_or","Latescibacteria_fa","Latescibacteria_ge"
"Otu14671","   13","Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","Magnetospirillaceae","Magnetospirillum"
"Otu14673","    9","Bacteria","Acidobacteria","Subgroup_25","Subgroup_25_or","Subgroup_25_fa","Subgroup_25_ge"
"Otu14674","   10","Bacteria","Planctomycetes","Planctomycetacia","Gemmatales","Gemmataceae","uncultured"
